var_0000,var_0001,var_0002,var_0003,var_0004,var_0005,var_0006,var_0007,var_0008,var_0009,var_0010,var_0011,var_0012,var_0013,var_0014,var_0015,var_0016,var_0017,var_0018,var_0019,var_0020,var_0021,var_0022,var_0023,var_0024,var_0025,var_0026,var_0027,var_0028,var_0029,is_anomaly,__autogenerated_time,_OUTLIER,__REL_SUBSPACES
0.521037412025251,0.022658102969803872,0.5459885469981198,0.3637327677624602,0.5937528523174052,0.7920372555532529,0.7031396201055902,0.7311133515519538,0.6863636570596945,0.605518106064856,0.3561470433903024,0.12046941395219413,0.36903359085931253,0.27381124046189886,0.1592956523369586,0.35139845818575205,0.13568181843838087,0.3006250993246068,0.3116451603996279,0.18304243515891855,0.6207754769664846,0.14152450429524535,0.6683102156165566,0.4506979949066891,0.601135865471333,0.6192915771026948,0.5686102319849005,0.9120274386184831,0.5984624398655318,0.4188639897371012,1.0,0.0,2.523589944020712,[1 21 13] 3.710731336096187; [1 13 14] 3.2976423764351903; [16 1 13] 3.1954695756927607; [1 11 13] 3.1253391984731484; [1 17 13] 3.0215179695831917; [1 19 13] 3.0158113617827906; [1 3 13] 2.8984803958095378; [1 21 12] 2.8632003951359724; [16 1 28] 2.8030363135512966; [1 9 13] 2.8024130831145984; [1 18 13] 2.8007156734064824; [1 13 29] 2.7987836623829034; [1 29 13] 2.7987836623829034; [1 9 12] 2.7690956727243; [1 21 10] 2.743030420642836; [1 28 13] 2.7379269859796986; [1 22 23] 2.7026680103756178; [1 12 28] 2.69952949008715; [1 28 12] 2.69952949008715; [0 1 13] 2.664835734099856; [1 21 28] 2.6455223172648044; [1 3 22] 2.6196522564100744; [1 10 13] 2.6093103413354526; [1 2 13] 2.6065346612593143; [1 17 12] 2.5933164523273016; [1 28 14] 2.588263823004135; [1 23 9] 2.580626159808376; [16 1 12] 2.5783576931870313; [1 22 9] 2.5718479619075487; [1 12 13] 2.5617599554226236; [1 9 10] 2.5592507705105914; [1 20 22] 2.550338899079053; [1 13 15] 2.5420793496368987; [1 10 12] 2.5327548254372245; [16 1 22] 2.5238693709482503; [1 19 10] 2.508162060159753; [1 12 29] 2.5068244296382063; [0 1 22] 2.5029500092712427; [1 22 13] 2.501146732812243; [1 18 23] 2.496039773636831; [1 2 22] 2.4923075046717127; [1 22 29] 2.4918908860421545; [1 20 23] 2.48828883542891; [1 24 12] 2.4830706486911103; [1 22 8] 2.4727468574970355; [1 17 28] 2.459543949310824; [1 10 28] 2.4580607255109928; [1 19 12] 2.456303891044769; [16 1 27] 2.45583258292969; [1 11 28] 2.453459045019683; [1 21 25] 2.4527388852307483; [16 1 23] 2.4448118245704062; [16 1 10] 2.4443876844712435; [1 17 10] 2.441667646034705; [1 22 28] 2.4368857211927817; [1 11 12] 2.435894585385648; [1 25 12] 2.434708201398425; [1 23 13] 2.432759743507193; [1 12 14] 2.432533382329581; [1 4 13] 2.4275417952425995; [1 24 13] 2.4158101163491725; [1 20 8] 2.4145521613168177; [1 23 8] 2.413592600572244; [1 19 22] 2.4134925877238893; [1 3 29] 2.4034338004786577; [1 18 12] 2.4011838464195483; [1 25 13] 2.39821018304192; [1 22 14] 2.3973001951543584; [1 18 22] 2.3941525417952816; [1 27 13] 2.3817811014400285; [1 20 9] 2.381128066263889; [1 21 23] 2.3703706924051535; [1 20 13] 2.3691074752165036; [1 10 11] 2.366455654806648; [1 22 15] 2.3633117047826384; [1 8 13] 2.3575117359499407; [1 23 12] 2.353583990523691; [1 23 28] 2.3491255519085628; [1 18 27] 2.343149124754309; [1 23 29] 2.3412366845627304; [1 3 28] 2.340787778646877; [16 1 20] 2.3404671877554706; [1 23 15] 2.3360816676547116; [1 18 20] 2.331092865296549; [1 22 25] 2.328935531452201; [1 23 10] 2.3254935264589403; [1 3 12] 2.325021278350323; [1 3 8] 2.3244778224685465; [1 27 12] 2.3156447734404497; [1 18 10] 2.310397538468898; [1 19 23] 2.3091436282624733; [1 10 29] 2.306305353404475; [1 19 28] 2.3059347263966883; [1 17 22] 2.305453038372686; [1 23 25] 2.304775971913541; [1 4 12] 2.3040650339600037; [1 3 9] 2.3009518744085904; [1 10 14] 2.299281142178826; [1 3 23] 2.2981730628739276; [21 22 8] 2.2954377384302984;
0.6431444612304479,0.27257358007257276,0.6157832461110043,0.5015906680805938,0.2898799290819306,0.18176798489782287,0.20360824904238745,0.3487574675223923,0.37979799066863656,0.1413226742532452,0.15643672596703986,0.0825892863317644,0.12444046710663974,0.12565979001994326,0.11938675175154667,0.08132304087150834,0.04696969739730146,0.25383594101296847,0.08453874982805037,0.09111009374819472,0.6069014330474262,0.3035714086003325,0.5398177437589973,0.43521431422620654,0.3475533331791687,0.15456336392130204,0.19297125542142818,0.6391752540366271,0.23358960804247944,0.22287814036711287,0.0,1.0,0.0,-
0.6014955837103639,0.39026041437715214,0.595743208001464,0.4494167550371156,0.5143089560933638,0.43101647941013854,0.4625117100499461,0.6356859270599986,0.5095959907445723,0.21124687777430373,0.22962158417544434,0.09430250470037951,0.1803703574835484,0.16292178295807452,0.15083114970338093,0.28395469308775173,0.09676768035955449,0.38984654118905,0.20569032985720223,0.12700551782893765,0.556385601621823,0.3600746285728345,0.5084416635621628,0.37450845505034625,0.4835897796708322,0.38537513063802953,0.3597444122310638,0.8350515242197629,0.403705880277792,0.2134330656879427,0.0,2.0,0.0,-
0.2100903966231562,0.36083867354959176,0.23350149353399452,0.10290562294952943,0.8113207800987631,0.8113612302137377,0.5656044899557517,0.5228628405095042,0.7762626674456914,1.0,0.13909107224995937,0.17587517411746423,0.12665504244535797,0.038154791449444746,0.25145324847671713,0.5432150718783226,0.14295454468485738,0.3536654625866259,0.7281476485108439,0.28720479631673396,0.24831020096454773,0.3859274884214484,0.24134669853516116,0.0940080650245525,0.9154725384374297,0.8140117128218002,0.5486421994990354,0.8848796744070772,1.0,0.7737111151438966,1.0,3.0,2.8243583524417795,[0 3 20] 3.7487772985335797; [19 9 28] 3.479070522288198; [16 9 28] 3.449743858980043; [9 11 28] 3.227891489123865; [9 10 28] 3.1836927119572698; [9 28 13] 3.1783855509284984; [9 28 14] 3.176886341150886; [3 20 23] 3.16034005644091; [9 12 28] 3.100311759837535; [9 28 12] 3.100311759837534; [23 9 28] 3.063828382215129; [17 9 28] 3.0458996226439767; [0 20 23] 3.0306252246480967; [24 9 13] 2.9739419052444354; [9 28 29] 2.9715908461743745; [4 9 28] 2.9608189768320927; [0 9 28] 2.9563304246064304; [22 9 28] 2.9248110477071827; [2 9 28] 2.9239586778632605; [18 12 29] 2.915437935453944; [8 9 28] 2.915183091862873; [24 28 29] 2.9118738066167773; [3 9 28] 2.904043314508101; [20 9 28] 2.8960853628113066; [19 28 29] 2.8821925861095283; [24 9 28] 2.876948215059934; [4 28 14] 2.868778073807682; [1 9 28] 2.8606019117321604; [28 29 13] 2.8590364932925705; [28 13 29] 2.8590364932925696; [18 24 29] 2.8511370035740313; [16 28 29] 2.846299152494732; [4 28 29] 2.845886333601939; [11 28 29] 2.8390632863205014; [3 28 29] 2.837810454598559; [28 12 13] 2.831094345504187; [12 28 13] 2.831094345504187; [16 24 9] 2.828824253829798; [28 29 14] 2.8222263357088466; [22 23 28] 2.8211033566799832; [3 23 28] 2.8203279635604144; [16 18 29] 2.81658025226115; [24 9 12] 2.806973544745543; [0 3 28] 2.793605378902588; [19 4 28] 2.785376449390346; [9 12 13] 2.782887937364783; [4 24 28] 2.773294705668912; [24 9 11] 2.771557065550532; [0 2 28] 2.7702392264524827; [0 20 28] 2.767701724778775; [2 23 28] 2.7630071809330476; [9 28 15] 2.76142800132979; [0 28 29] 2.7602914196657546; [5 9 28] 2.75046943759318; [4 24 9] 2.7437651551849975; [2 28 29] 2.7434445467094575; [16 24 28] 2.741079639165844; [19 24 9] 2.739665248956614; [24 9 10] 2.738398395574159; [4 28 13] 2.7341808534284566; [24 28 14] 2.7294042542003707; [23 28 13] 2.724847356528295; [28 12 29] 2.724484218879813; [12 28 29] 2.724484218879812; [19 24 28] 2.72090739964155; [21 9 28] 2.7206032319016256; [24 28 13] 2.7092605943738315; [3 20 28] 2.7086650905900167; [17 28 29] 2.7072707224935737; [0 23 28] 2.706090175594227; [10 28 29] 2.7059884060102757; [0 2 20] 2.7056691298782467; [2 3 28] 2.7033099091453794; [3 22 28] 2.6973426703883163; [2 28 13] 2.695175137662595; [18 13 29] 2.69441452371778; [18 29 13] 2.6944145237177795; [20 22 28] 2.687045198108623; [17 24 9] 2.686207186766547; [20 23 28] 2.6833566328405625; [2 22 28] 2.6815619776994697; [4 28 12] 2.677557773924955; [4 12 28] 2.6775577739249545; [0 22 28] 2.6756737502858527; [9 25 28] 2.674647801759233; [25 9 28] 2.674647801759232; [19 4 9] 2.6630511428242656; [9 27 28] 2.659745519979313; [23 28 29] 2.6576011763389946; [10 12 28] 2.6569353386659356; [10 28 12] 2.6569353386659347; [22 12 28] 2.6550584413037837; [22 28 12] 2.6550584413037805; [0 28 13] 2.651347209378045; [2 20 28] 2.650767182541382; [16 4 28] 2.6478393752593017; [17 18 29] 2.645208307497936; [4 10 28] 2.6422163627291417; [4 11 28] 2.641918806891944; [9 10 12] 2.636318403530935;
0.6298925907916743,0.15657762298101705,0.6309861499942876,0.4892895015906681,0.4303511929572672,0.347892756022205,0.46391750957612554,0.5183896776720238,0.37828281344020076,0.18681554751687188,0.2338222062831624,0.09306488639953096,0.22056261039782116,0.16368757523372063,0.3323588643350797,0.16791840856422288,0.14363636688615777,0.3570752075337379,0.13617942345148726,0.14579965129096067,0.5197438819683043,0.12393389023981452,0.5069475500301667,0.341574912015669,0.43736380414069853,0.17241513512871928,0.3194888292228821,0.5584192070329382,0.1575004845888127,0.14259478568328351,0.0,4.0,0.0,-
0.258838548481467,0.2025701733555511,0.2679842376106957,0.14150583503860684,0.6786134022882573,0.4619961949751683,0.369728208134721,0.40203778570218723,0.5186869035984011,0.5511795510742575,0.0807532211054529,0.11713224955054467,0.06879329086530615,0.038080082527726405,0.19706292567111197,0.23431069710850977,0.0927272737535235,0.21538170499314502,0.1937299353610946,0.14465956524971268,0.2682319511587134,0.31263324624531413,0.2639075772876125,0.1367479301564033,0.7127386087493032,0.48278374571338467,0.42771565575060577,0.5982817579068325,0.47703527815368474,0.45493900173018553,0.0,5.0,0.0,-
0.5333427847695387,0.34731146233690985,0.5238753233239992,0.3802757158006363,0.379164080733707,0.27489109936386114,0.26405810000284896,0.36779325719471706,0.37070707781480783,0.15711883150789133,0.12138331193943265,0.0912747448739422,0.11416859507389154,0.08798687841868084,0.08841825689584401,0.08688076657303394,0.05691919055085755,0.19681758314404615,0.0817245486087318,0.044366598232398885,0.5318391588124669,0.41684432832708546,0.5119278778076397,0.34919386600130325,0.4822690150207212,0.2234479307915778,0.30223642630347314,0.6639175305243366,0.2952888156667042,0.18785254310687016,0.0,6.0,0.0,-
0.3184722362707395,0.3760568264781283,0.32071036090342026,0.1842630008119035,0.5982667192294605,0.44512605328833305,0.21944703426401113,0.29746521760028644,0.5737374397975188,0.5170598765114868,0.17092161564541364,0.2247170995860805,0.1460208259245874,0.08247695739556926,0.24108510179927983,0.21057770892158928,0.06282828180203205,0.27429437541158846,0.09818765457201485,0.15606042566219264,0.3247954210063978,0.4296374929427593,0.2997659220866643,0.17494101516857063,0.6222677062612333,0.33075260232747505,0.21389777060533088,0.5347078758011294,0.32150598835453553,0.3939393880158685,0.0,7.0,0.0,-
0.28486913078336834,0.40953669841807777,0.3020523762076558,0.1596182344827015,0.6740994681144797,0.5331574883298444,0.4355670038304502,0.46486084633117775,0.6515151828728153,0.5040017449549109,0.07054137917031761,0.14184051276958445,0.07769871873208944,0.03271958291053882,0.13658769486092012,0.24610209672542793,0.08972222504441185,0.23224095436868786,0.19063432450357848,0.09860701975840724,0.2689434240621588,0.498667346913669,0.27785247226640575,0.13618265592536621,0.6546259481741084,0.4975308227156825,0.4305111707771179,0.707903760008357,0.5545042203360343,0.34212251973205376,0.0,8.0,0.0,-
0.2593118424645085,0.4846128335284168,0.277658769673001,0.1409968160748608,0.5955584259869161,0.6754800293329184,0.5325679392378985,0.4246024178245741,0.48989898780847896,0.6838668954043113,0.06739091258952909,0.2737800396137443,0.06040616475776255,0.03200983212302161,0.1847911191201485,0.5251148968748279,0.19553031012853755,0.2712634929743807,0.1408228790517651,0.3173306935800193,0.25471362672812115,0.76385926166698,0.23527069256714234,0.12932560633876078,0.7536815256789928,1.0,0.8825878928110418,0.7594501522888387,0.5521387748390503,1.0,1.0,9.0,3.504429246925733,[10 29 13] 4.285509115694241; [10 13 29] 4.285509115694241; [18 12 29] 4.2646428228064694; [18 13 29] 4.208103082245072; [18 29 13] 4.208103082245068; [18 29 14] 4.167284574229308; [16 18 29] 4.1623409460394205; [17 18 29] 4.058616208149826; [12 13 29] 4.0510957345881105; [12 29 13] 4.051095734588108; [18 11 29] 4.001030930186281; [10 12 29] 3.9462689457115108; [18 10 29] 3.8939016740135908; [18 19 29] 3.822895334630212; [17 12 29] 3.6955693562490555; [17 29 13] 3.6896040783144994; [17 13 29] 3.6896040783144994; [11 13 29] 3.689371064602682; [11 29 13] 3.689371064602679; [16 17 29] 3.6691738696783642; [18 23 29] 3.6614844579298027; [11 12 29] 3.6581501468998843; [18 3 29] 3.6387891542501594; [16 12 29] 3.6308233288083867; [16 13 29] 3.599035588908785; [16 29 13] 3.5990355889087806; [12 29 14] 3.587586529224421; [29 13 14] 3.565483065818265; [13 29 14] 3.5654830658182646; [18 8 29] 3.5644427548538915; [23 13 29] 3.5641106617144214; [23 29 13] 3.56411066171442; [17 10 29] 3.547503426242473; [8 13 29] 3.544688609907299; [8 29 13] 3.544688609907295; [16 29 14] 3.540813046036524; [17 29 14] 3.5182134024838887; [16 11 29] 3.507111228592969; [23 10 29] 3.498640990719148; [18 9 29] 3.489946949609299; [3 29 13] 3.488201416689624; [3 13 29] 3.488201416689624; [10 11 29] 3.4610366235593895; [16 29 15] 3.454047038334365; [3 23 29] 3.442320487964803; [23 12 29] 3.436204388595728; [18 22 29] 3.4352137795648114; [18 7 29] 3.433087369842721; [18 29 15] 3.4294149208677864; [1 18 29] 3.428752094915519; [18 4 29] 3.4226941113464284; [3 12 29] 3.4126887481897006; [18 21 29] 3.405751757529176; [11 29 14] 3.386840489549788; [16 10 29] 3.381457761696785; [20 13 29] 3.3732683366666385; [20 29 13] 3.3732683366666376; [10 29 14] 3.3715627533454247; [18 27 29] 3.365789022121335; [0 18 29] 3.356919767752549; [8 12 29] 3.3540824953761312; [22 13 29] 3.3533213493134553; [22 29 13] 3.3533213493134553; [20 23 29] 3.3418737921869726; [16 19 29] 3.339962250784629; [18 20 29] 3.3356412239525346; [19 29 14] 3.3334765048215056; [7 13 29] 3.330947987449068; [7 29 13] 3.3309479874490657; [17 19 29] 3.328340469443879; [17 11 29] 3.320172470682667; [2 18 29] 3.3145122523674675; [18 2 29] 3.3145122523674675; [8 10 29] 3.3042004752441243; [3 10 29] 3.2996853751677495; [7 12 29] 3.2983468393085933; [19 12 29] 3.2981464797020323; [18 26 29] 3.296119970048328; [13 29 15] 3.2820663002032906; [29 13 15] 3.28206630020329; [12 29 15] 3.277256361218391; [22 23 29] 3.269085617722982; [22 12 29] 3.25534415960376; [19 29 13] 3.2470992427571925; [19 13 29] 3.2470992427571903; [18 5 29] 3.2456789812570883; [20 12 29] 3.244280296579439; [0 3 29] 3.238937355974884; [17 23 29] 3.2389301194098286; [23 29 14] 3.2383316713900734; [0 29 13] 3.2378357530394033; [0 13 29] 3.2378357530394015; [3 20 29] 3.236923622358421; [4 29 13] 3.2274056279575367; [4 13 29] 3.227405627957533; [3 22 29] 3.227132324231166; [0 23 29] 3.224548821424441; [2 3 29] 3.218686289718993; [2 13 29] 3.2127054979847416; [2 29 13] 3.212705497984741;
